;Column2;Column1;idx;token;Label_Gold;Label_BG;Sicher_BG;Label_JL;Sicher_JL;Label_FA;Sicher_FA;Label_RR;Sicher_RR;Label_TH;Zusatzinfo;sentence;context;label;year;filename;Quelle_Gold;Quelle_BG;annodatenerz;Quelle_FA;Quelle_RR;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31
26;914;193;1147576_1;erzähler;b;b;100;n;;b;100;a;;n;;Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt.;Dante hat sie historisiert und mit Vergil besetzt, seinem „Weggesellen, der rücklings trägt sein Licht“. Die Dichtung als Seherin der Zukunft und das Licht in ihrem Rücken, das in die Vergangenheit zurückleuchtet und der Gegenwart den Weg weist, diese Verse Dantes vertont Thomas Manns Adrian Leverkühn in seiner „Apocalipsis“. Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt. (Genau wie Vergil auf der Wende von Antike zu christlich abendländischer Geschichte, wie Dante, der die scholastischen Bindungen des Mittelalters zerbricht, wie Thomas Mann als letzter Bürger.) Krisenzeiten öffnen die Aussicht auf das Nicht-Eingelöste, das Unerlöste der Geschichte.;;1993;3.0/1993/12/03/der-weggeselle-der-rueck.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
27;1271;7467;1147913;erzähler;c;n;;n;;n;;n;;n;augmented;Aber kaum hat man seine intellektuelle Expeditionsausrüstung beisammen, rutscht man auch schon ab, die Steilwand verwandelt sich in einen Dschungel, man ruft, während der Erzähler sich bereits in die Büsche schlägt, nach Machete und Gummistiefeln, um den da und dort schimmernden glitschigen Verständnispfaden zu folgen.;Denn verstehen (so wie man Texte von Johannes Mario Simmel oder Archilochos, von Denis Diderot oder Toni Morrison verstehen kann) – so verstehen läßt sich hier gar nichts. Man mag mit einem Haken da und einer Öse dort eine Traverse versuchen. Aber kaum hat man seine intellektuelle Expeditionsausrüstung beisammen, rutscht man auch schon ab, die Steilwand verwandelt sich in einen Dschungel, man ruft, während der Erzähler sich bereits in die Büsche schlägt, nach Machete und Gummistiefeln, um den da und dort schimmernden glitschigen Verständnispfaden zu folgen. Was tun? – Das Buch mit ständig kollabierenden Verstehensvarianten beschreiben.;;1993;3.0/1993/11/12/doppelerektion-mit-kunst.xml;;;;;;;;;;;;;;
28;915;194;1148101_1;erzähler;d;d;90;n;;d;100;d;;n;;"Von hier aus ist die vergangene Nacht, in der der Erzähler, neben seiner Frau liegend, in der eigenen Nase bohrt, schnell erobert: Patty schreibt ihre abendlichen Aufzeichnungen ins geheime Babytagebuch, und Mike versucht, erst die Buchstaben; schließlich die Kommata mit dem Gehör zu lesen.";"„Alles in meinem Leben begann, über Floh zu laufen“, lautet ein unscheinbarer Schlüsselsatz auf der letzten Seite des Romans. Geradezu enthusiasmiert ist der Vater vom rötlich schimmernden Atmungsorgan der Tochter; unwiderstehlich das Bedürfnis, die feinen trockenen Schleimkrusten, die sich innen ans Gewebe heften, mit den Fingern zu beseitigen. Von hier aus ist die vergangene Nacht, in der der Erzähler, neben seiner Frau liegend, in der eigenen Nase bohrt, schnell erobert: Patty schreibt ihre abendlichen Aufzeichnungen ins geheime Babytagebuch, und Mike versucht, erst die Buchstaben; schließlich die Kommata mit dem Gehör zu lesen. Die Form des Kommas erinnert ihn nicht nur an die Nase, er bearbeitet derweil den krustigen Innenraum seiner eigenen, was die schreibende Patty wiederum als Abweichung vom normalen Atemverhalten bemerkt. Gesteht der Nasebohrer seiner Frau nun die unappetitliche Tätigkeit und gibt damit eine weitere „ehefestigende“ Intimität zum besten, oder würde das Bekenntnis eine unabsehbare ehebedrohliche Folge von ästhetischhygienischen Mißstimmungen nach sich ziehen?";;1993;3.0/1993/11/05/be-my-baby.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
29;913;195;1148101_2;erzählers;d;d;75;n;;d;100;d;;n;;Denn alle genauen Beobachtungen, die in Erinnerungsschleifen fortgeschrieben werden, münden in der kleinen Floh auf dem Arm des Erzählers, oder besser: passieren immer wieder den kommaförmig gekrümmten Babykörper.;"Wenn vom Nachmittagsfläschchen der kleinen Tochter Floh die Rede ist, werden die mengenanzeigenden Plastikreliefs der Flasche ebenso genau gefaßt wie die Physik des Saugens und die Ästhetik des Atmungsvorgangs durch die zierliche Babynase. Von hier aus geht die Reise weiter durch eine Fülle von Pump-, Blas-, Saug- und Strömprozessen, die gleichsam das Leben des Erzählers skandieren: von aufgepumpten Fahrradschläuchen am Kinderrad über aufgeblasene Ballons bis hin zu den Frischluftdüsen im Innenraum von Passagierflugzeugen, die wiederum an Form und Funktion der Düsentriebwerke erinnern, und wieder zurück zum repulsierenden Luftstrom in der Kindernase, der ebenso wie das Pusten des Vaters zur Bewegung des Mobiles über dem Kinderbettchen beiträgt, allerdings zeitverzögert, so daß sich chaostheoretische Annahmen über Ursache-Wirkungsverhältnisse geradezu aufdrängen und so weiter und so weiter, endlos zwar, aber nicht linear. Denn alle genauen Beobachtungen, die in Erinnerungsschleifen fortgeschrieben werden, münden in der kleinen Floh auf dem Arm des Erzählers, oder besser: passieren immer wieder den kommaförmig gekrümmten Babykörper. „Alles in meinem Leben begann, über Floh zu laufen“, lautet ein unscheinbarer Schlüsselsatz auf der letzten Seite des Romans. Geradezu enthusiasmiert ist der Vater vom rötlich schimmernden Atmungsorgan der Tochter; unwiderstehlich das Bedürfnis, die feinen trockenen Schleimkrusten, die sich innen ans Gewebe heften, mit den Fingern zu beseitigen.";;1993;3.0/1993/11/05/be-my-baby.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
30;1302;7496;1148290;erzähler;c;n;;n;;n;;n;;n;augmented;Wenn Charles Soti einmal ein Buch liest, dann stammt es „vielleicht“, der Erzähler weiß es angeblich nicht, von einem gewissen „Yllaig“: „Aber ja doch, natürlich, das bin ich.;"So kann Gailly auf Psychologie verzichten; das Entscheidende bringt er in unscheinbaren Sequenzen unter. Selbst den Griff zum Kalauer scheut er nicht. Wenn Charles Soti einmal ein Buch liest, dann stammt es „vielleicht“, der Erzähler weiß es angeblich nicht, von einem gewissen „Yllaig“: „Aber ja doch, natürlich, das bin ich. Mit anderen Worten, ich schreibe unter einem Pseudonym, einem falschen Namen, unter meinem rückwärts geschriebenen Namen mit einem entliehenen Vornamen. Das sieht mir ganz ähnlich.“ Alles Verspielte sieht ihm ähnlich, und sein Spiel beginnt bereits mit dem (französischen) Titel: „l’air“ kann Aussehen heißen, Luft, Melodie oder Anschein.";;1993;3.0/1993/11/26/aus-luft.xml.xml;;;;;;;;;;;;;;
31;1240;7608;1151342;erzählerin;c;n;;n;;n;;n;;n;augmented;Das Personal tritt, soweit das zu übersehen ist, durchwegs unter dem eigenen, tatsächlichen Namen auf, ob Jiří Kolař, Karel Marysko, Egon Bondy und so weiter und die Erzählerin Eliška Hrabal als Eliška.;Die Daten stimmen. Die Fakten stimmen. Das Personal tritt, soweit das zu übersehen ist, durchwegs unter dem eigenen, tatsächlichen Namen auf, ob Jiří Kolař, Karel Marysko, Egon Bondy und so weiter und die Erzählerin Eliška Hrabal als Eliška. Die einzige Ausnahme: der Autor. Er erscheint, in schwindender Distanz, zunächst als „Doktor“, dann als „mein Verlobter“ und schließlich, nach einem wunderbar grotesken Hochzeitszug, als „mein Mann“.;;1993;3.0/1993/04/09/die-bafler-bafeln.xml.xml;;;;;;;;;;;;;;
32;910;196;1151376_1;erzähler;b/a;b;100;n;;a ;60;b;;n;;(Doch als ein genuiner Erzähler, der David Schütz ist, tut er nur so, als lockere er die Zügel und ließe sich von Romanpersonen beschimpfen.);Er hat sich seinem Personal gegenüber schlecht benommen, hat es ausgefragt, seine Motive untersucht, seine Erinnerungen mit anderen Erinnerungen verglichen. Er beginnt zu erzählen und ist gleichzeitig schon müde der Verwirrungen, die sein Personal ihm nicht erspart. (Doch als ein genuiner Erzähler, der David Schütz ist, tut er nur so, als lockere er die Zügel und ließe sich von Romanpersonen beschimpfen.) Der 1941 in Berlin geborene israelische Romancier ist leidenschaftlicher Schachspieler und im Brotberuf Produzent für Dokumentarfilme. Ich kenne von ihm einen wunderbaren Film über die Stadt Jerusalem, das wirre Durcheinandersprechen der Religionsvertreter, die auf die Stadt ihre gebieterisch segnenden Hände legen.;;1993;3.0/1993/04/09/einfach-so.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
33;1226;7633;1151825;erzähler;c;n;;n;;n;;n;;n;augmented;Der Erzähler erlaubt sich Bögen und Abweichungen, das Mosaik wird nicht zielstrebig von links oben nach rechts unten zusammengesetzt, sondern in einer scheinbaren Zufälligkeit, die hinter der Geschichte Haarmanns die größere Geschichte hervortreten läßt.;Sein Nachruf ist keine strenge Untersuchung, sondern eine – wenn der Ausdruck in diesem Zusammenhang erlaubt ist – lebendige Geschichte, die fast im Plauderton anfängt und en passant immer mehr Details enthüllt, die sich zu einem beklemmenden Bild verdichten. Die Bezeichnung „spannend“ ist nicht falsch, aber unzulänglich. Der Erzähler erlaubt sich Bögen und Abweichungen, das Mosaik wird nicht zielstrebig von links oben nach rechts unten zusammengesetzt, sondern in einer scheinbaren Zufälligkeit, die hinter der Geschichte Haarmanns die größere Geschichte hervortreten läßt. Werremeier neigt dazu, in der Untätigkeit der Polizei eine Art Verachtung für und auch Verschwörung gegen die Opfer zu sehen, und viele Einzelheiten legen den Verdacht nahe, daß hier unsauber gespielt wurde, daß der Mörder der Polizei als Spitzel und Informant diente. Dafür würde auch die Eile sprechen, mit der nachher der Prozeß über die Bühne ging.;;1993;3.0/1993/01/29/mit-dem-hackebeilchen.xm.xml;;;;;;;;;;;;;;
34;1014;197;1153006;erzähler;b;b;100;n;;b;100;b;;n;;"Das klingt ein bisschen albern, weil das so ja schließlich die meisten Erzähler machen; aber für Boissière, der großen Wert auf die Authentizität der opiumrauchgeschwängerten Perspektive seines Erzählens legt, ist jene Fiktion offenbar das gegebene Mittel, einen einigermaßen plausiblen Standpunkt zwischen unglaubwürdiger Fabuliererei und nachweisbarer Mogelei einzunehmen.";"Meistens haben diese Erzählungen die Form von Tagebüchern oder Erinnerungen, nicht aber des wirklichen Autors, sondern fingierter Personen. Es scheint, dass sich Boissière auf diese Weise Freiheit schaffen wollte für das erzählende Berichten von Dingen, die er selber (bis auf das Opiumrauchen) schwerlich erlebt hatte. Das klingt ein bisschen albern, weil das so ja schließlich die meisten Erzähler machen; aber für Boissière, der großen Wert auf die Authentizität der opiumrauchgeschwängerten Perspektive seines Erzählens legt, ist jene Fiktion offenbar das gegebene Mittel, einen einigermaßen plausiblen Standpunkt zwischen unglaubwürdiger Fabuliererei und nachweisbarer Mogelei einzunehmen. Und so lässt er denn zum Beispiel jemanden Papiere finden, die ein zum Tode Verurteilter in seiner Zelle hinterlässt – und schon haben wir dasTagebuch eines Erschossenen       , eines Mannes natürlich, der hundert Seiten lang Opium raucht. Wenn Boissière ablässt von solchen fingierten Memoiren, etwa in einem ebenfalls hundertseitigen Kurzroman über Wanderschauspieler in Vietnam, dann wird es für ihn sehr schwierig.";;2005;3.0/2005/06/09/KA-Stillleben.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
35;1233;7734;1157417;erzähler;c;n;;n;;n;;n;;n;augmented;Als fiktional-subjektive Erzähler lassen sie den Zuschauer nicht über den Rand des Pinguinhorizonts hinausschauen.;Vielmehr werden den Vögeln Synchronstimmen in den Schnabel gelegt. Ein Weibchen und ein Männchen kommentieren mit klebrig-süßer Sprache ihre Gefühle. Als fiktional-subjektive Erzähler lassen sie den Zuschauer nicht über den Rand des Pinguinhorizonts hinausschauen. Dramaturgisch ist diese Vermenschlichung ein geschickter Kniff: Die zum Verwechseln ähnlichen Tiere werden scheinbar wiedererkennbar. Damit erst bekommen sie die Qualität von Helden und der Film die Anmutung eines Dramas, das auch in die Gewinnmargen des Gefühlskinos vorstößt.;;2005;3.0/2005/10/13/Klebriges_Eis.xml.xml;;;;;;;;;;;;;;
36;1019;198;1157443;erzähler;c/b;b;80;n;;c;80;b;;n;;Leibeigene ihrer Vergangenheit, sind sie dem Schicksal so wehrlos aufgetan, dass es schon wie Hohn klingt, wenn ausgerechnet dem Dorfidioten eingeschärft wird: »Man darf nicht aufgeben.« Freilich legt es der Erzähler nie darauf an, seine Figuren vorzuführen, vielmehr ist er ein stiller Sympathisant all dieser Sonderlinge, Pechvögel, Selbstmörder, Verzweiflungsartisten.;"In der Summe bilden sie nicht nur die kleine triste Welt von Kall ab, sondern wahrnehmbar immer auch das Kaff in uns. Scheuers Personal ergibt ein Ensemble von verstörten Gestalten. Leibeigene ihrer Vergangenheit, sind sie dem Schicksal so wehrlos aufgetan, dass es schon wie Hohn klingt, wenn ausgerechnet dem Dorfidioten eingeschärft wird: »Man darf nicht aufgeben.« Freilich legt es der Erzähler nie darauf an, seine Figuren vorzuführen, vielmehr ist er ein stiller Sympathisant all dieser Sonderlinge, Pechvögel, Selbstmörder, Verzweiflungsartisten. Vincentini zum Beispiel zieht seit Jahren als Vertreter übers Land, um Alten und Kranken sein »elektrisches Akupunkturgerät« anzudrehen, einen Wunderkasten, der angeblich »fast jede Beschwerde heilt« – nur nicht die Leiden des ewigen Klinkenputzens; Katharina, Erbin eines Lebensmittelladens, ist der Mann davongelaufen, jetzt trinkt sie gegen die Einsamkeit an; der verkrüppelte Kleenbeen hat schon deshalb einen habituellen Hang zur Kneipe, weil die Wirtsfrau in ihrem Kummer einen Liebhaber braucht. Andere hätten einen Psychiater nötig, wie der von seinen Kriegserlebnissen traumatisierte Fischteichbesitzer: Ihn holen, buchstäblich, die Schatten der Vergangenheit ein.";;2005;3.0/2005/10/13/L-Scheuer.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
38;1016;199;1161529;erzähler;d;d;70;n;;d;90;d;;n;;Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber.;Eine zweite Ratte rennt, dann folgen weitere. Gefahr ist in Verzug, bereits öffnen sich Risse in den Mauern des venezianischen Palazzos, und bald schon reicht der Cembalistin das Wasser zum Knie - Zeit zu gehen. Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber. Wolfgang Hildesheimer karikierte in seiner lieblosen Legende Das Ende einer Welt eine Gesellschaft, die Hochkultur als Fetisch praktiziert und damit zum Abgang verdammt ist. (Das war 1952, heute gibt es nicht einmal mehr das Sotun-als-ob, und die Kultur der Hauskonzerte ist so spurlos verschwunden, dass selbst die bittere Satire noch sentimental berührt.);;2005;3.0/2005/08/04/Schnurstracks.xml.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
39;818;200;1166094;erzählers;b;b;100;n;;b;100;b;;n;;Das ist offensichtlich noch eine Geschichte aus der Frühzeit des Erzählers Adolf Muschg.;Der Traum Paul Gauguins von der Südsee ist ausgeträumt. „Lieber eine Kühltruhe in Adliswil“, so belehrt das Mädchen den körpertrunkenen schweizerischen Ehemann, als einen Sonnenuntergang in Thailand. Das ist offensichtlich noch eine Geschichte aus der Frühzeit des Erzählers Adolf Muschg. Später tritt die sorgenvolle Frage nach dem verfehlten Leben immer stärker hervor, denn all diese Berichte sind gedacht als Parabelgeschichten, beinahe als „Musternovellen“ im Sinne von Cervantes. Das verfehlte Leben erscheint immer wieder als Ursache oder Folge einer Lebensverfehlung.;;1982;3.0/1982/07/16/lebensverfehlung-und-ver.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
40;819;201;1166640;erzähler;b;b;100;n;;a;40;b;;n;;Hofmann hingegen, der seine Figuren so eindrucksvoll reden, aber auch ebenso eindrucksvoll schweigen lassen kann, schweigt als Erzähler nie: Wie unter einem manischen Zwang stehend spricht er alles aus.;Gefährlich für Hofmann, weil der Vergleich mit dem Original plötzlich die Grenzen seines Talents sichtbar werden läßt. Bernhards Text bezieht seine Spannung aus den abrupten Abbrüchen, den Fragmenten, den Pausen. Hofmann hingegen, der seine Figuren so eindrucksvoll reden, aber auch ebenso eindrucksvoll schweigen lassen kann, schweigt als Erzähler nie: Wie unter einem manischen Zwang stehend spricht er alles aus. Auch so gesehen bewegen sich seine Bücher„immer auf Messers Schneide“. Von Hofmanns Prosa geht ein Sog aus, der am stärksten während des Lesens selbst ist.;;1982;3.0/1982/04/02/immer-auf-des-messers-sc.xml;zeit.stimuli.erzaehler.withbertpred_balanced_Gold (1);zeit.stimuli.erzaehler.withbertpred_balanced_BG;;zeit.stimuli.erzaehler.withbertpred_balanced_FA;zeit.stimuli.erzaehler.withbertpred_balanced_Rist;;;;;;;;;
41;1281;7955;1170353;erzähler;c;n;;n;;n;;n;;n;augmented;Die nächtliche Zuhörerin – ein Medizinball ihre Seele, an dem die Ärzte abprallen und dabei in der Art, wie sie helfen wollen, verraten, wasihnen fehlt – scheucht den Erzähler aus dem Versteck der Bilder auf, die er aus dem Leben saugt, um es stillzulegen.;Denn „Erzählen vereist den Schmerz“. Mona, ein todkrankes Monstrum an Lebenswille, gewöhnt’s ihm ab, die Gutenachtgeschichten, von denen nicht sicher ist, ob er sie damit gesundbeten oder totreden will, seine Hungerträume, mit denen der lebensmüde Scheintote, der beißt, anstatt zu lieben, ihr seine Abenteuer erzählend zu Füßen legt. Die nächtliche Zuhörerin – ein Medizinball ihre Seele, an dem die Ärzte abprallen und dabei in der Art, wie sie helfen wollen, verraten, wasihnen fehlt – scheucht den Erzähler aus dem Versteck der Bilder auf, die er aus dem Leben saugt, um es stillzulegen. Im Schutz des Bilderverbots und Erzählverdachts kann der Autor im Hintergrund das Erzählen im Vordergrund strömen lassen. Appetit hat der Vampir speziell auf Arztgattinnen.;;1984;3.0/1984/10/05/vampir.xml.xml;;;;;;;;;;;;;;
